PA14,F22031,F23197,F30658,F34365,F5677,F63912,F9670,H27930,H47921,H5708,M1608,M37351,M55212,M74707,PA7,PAO1,S86968,T38079,T52373,T6313,T63266,W16407,W25637,W36662,W45909,W60856,W70332,W91453,X78812,X9820
fig|287.6656.peg.38,fig|287.6613.peg.37,fig|287.6611.peg.37,fig|287.6614.peg.37,fig|287.6616.peg.37,fig|287.6612.peg.38,fig|287.6618.peg.37,fig|287.6615.peg.44,fig|287.6617.peg.37,fig|287.6621.peg.37,fig|287.6619.peg.37,fig|287.6622.peg.38,fig|287.6623.peg.38,fig|287.6624.peg.37,fig|287.6625.peg.37,fig|287.6657.peg.38,fig|287.6655.peg.37,fig|287.6631.peg.42,fig|287.6628.peg.45,fig|287.6632.peg.37,fig|287.6629.peg.42,fig|287.6635.peg.37,fig|287.6633.peg.37,fig|287.6634.peg.37,fig|287.6637.peg.37,fig|287.6636.peg.37,fig|287.6620.peg.37,fig|287.6630.peg.37,fig|287.6639.peg.37,fig|287.6638.peg.43,fig|287.6627.peg.37
fig|287.6656.peg.39,fig|287.6613.peg.38,fig|287.6611.peg.38,fig|287.6614.peg.38,fig|287.6616.peg.38,fig|287.6612.peg.39,fig|287.6618.peg.38,fig|287.6615.peg.45,fig|287.6617.peg.38,fig|287.6621.peg.38,fig|287.6619.peg.38,fig|287.6622.peg.39,fig|287.6623.peg.39,fig|287.6624.peg.38,fig|287.6625.peg.38,fig|287.6657.peg.39,fig|287.6655.peg.38,fig|287.6631.peg.43,fig|287.6628.peg.46,fig|287.6632.peg.38,fig|287.6629.peg.43,fig|287.6635.peg.38,fig|287.6633.peg.38,fig|287.6634.peg.38,fig|287.6637.peg.38,fig|287.6636.peg.38,fig|287.6620.peg.38,fig|287.6630.peg.38,fig|287.6639.peg.38,fig|287.6638.peg.44,fig|287.6627.peg.38
fig|287.6656.peg.40,fig|287.6613.peg.39,fig|287.6611.peg.39,fig|287.6614.peg.39,fig|287.6616.peg.39,fig|287.6612.peg.40,fig|287.6618.peg.39,fig|287.6615.peg.46,fig|287.6617.peg.39,fig|287.6621.peg.39,fig|287.6619.peg.39,fig|287.6622.peg.40,fig|287.6623.peg.40,fig|287.6624.peg.39,fig|287.6625.peg.39,fig|287.6657.peg.40,fig|287.6655.peg.39,fig|287.6631.peg.44,fig|287.6628.peg.47,fig|287.6632.peg.39,fig|287.6629.peg.44,fig|287.6635.peg.39,fig|287.6633.peg.39,fig|287.6634.peg.39,fig|287.6637.peg.39,fig|287.6636.peg.39,fig|287.6620.peg.39,fig|287.6630.peg.39,fig|287.6639.peg.39,fig|287.6638.peg.45,fig|287.6627.peg.39
fig|287.6656.peg.41,fig|287.6613.peg.40,fig|287.6611.peg.40,fig|287.6614.peg.40,fig|287.6616.peg.40,fig|287.6612.peg.41,fig|287.6618.peg.40,fig|287.6615.peg.47,fig|287.6617.peg.40,fig|287.6621.peg.40,fig|287.6619.peg.40,fig|287.6622.peg.41,fig|287.6623.peg.41,fig|287.6624.peg.40,fig|287.6625.peg.40,fig|287.6657.peg.41,fig|287.6655.peg.40,fig|287.6631.peg.45,fig|287.6628.peg.48,fig|287.6632.peg.40,fig|287.6629.peg.45,fig|287.6635.peg.40,fig|287.6633.peg.40,fig|287.6634.peg.40,fig|287.6637.peg.40,fig|287.6636.peg.40,fig|287.6620.peg.40,fig|287.6630.peg.40,fig|287.6639.peg.40,fig|287.6638.peg.46,fig|287.6627.peg.40
fig|287.6656.peg.48,fig|287.6613.peg.51,fig|287.6611.peg.49,fig|287.6614.peg.62,fig|287.6616.peg.47,fig|287.6612.peg.58,fig|287.6618.peg.47,fig|287.6615.peg.56,fig|287.6617.peg.48,fig|287.6621.peg.48,fig|287.6619.peg.48,fig|287.6622.peg.48,fig|287.6623.peg.48,fig|287.6624.peg.63,fig|287.6625.peg.48,fig|287.6657.peg.48,fig|287.6655.peg.47,fig|287.6631.peg.54,fig|287.6628.peg.58,fig|287.6632.peg.48,fig|287.6629.peg.2388,fig|287.6635.peg.47,fig|287.6633.peg.48,fig|287.6634.peg.62,fig|287.6637.peg.49,fig|287.6636.peg.50,fig|287.6620.peg.47,fig|287.6630.peg.48,fig|287.6639.peg.62,fig|287.6638.peg.56,fig|287.6627.peg.49
fig|287.6656.peg.50,fig|287.6613.peg.53,fig|287.6611.peg.52,fig|287.6614.peg.65,fig|287.6616.peg.49,fig|287.6612.peg.61,fig|287.6618.peg.49,fig|287.6615.peg.59,fig|287.6617.peg.51,fig|287.6621.peg.51,fig|287.6619.peg.51,fig|287.6622.peg.50,fig|287.6623.peg.50,fig|287.6624.peg.66,fig|287.6625.peg.51,fig|287.6657.peg.49,fig|287.6655.peg.49,fig|287.6631.peg.57,fig|287.6628.peg.61,fig|287.6632.peg.51,fig|287.6629.peg.58,fig|287.6635.peg.50,fig|287.6633.peg.51,fig|287.6634.peg.65,fig|287.6637.peg.52,fig|287.6636.peg.53,fig|287.6620.peg.50,fig|287.6630.peg.51,fig|287.6639.peg.65,fig|287.6638.peg.58,fig|287.6627.peg.52
fig|287.6656.peg.51,fig|287.6613.peg.54,fig|287.6611.peg.53,fig|287.6614.peg.66,fig|287.6616.peg.50,fig|287.6612.peg.62,fig|287.6618.peg.50,fig|287.6615.peg.60,fig|287.6617.peg.52,fig|287.6621.peg.52,fig|287.6619.peg.52,fig|287.6622.peg.51,fig|287.6623.peg.51,fig|287.6624.peg.67,fig|287.6625.peg.52,fig|287.6657.peg.50,fig|287.6655.peg.50,fig|287.6631.peg.58,fig|287.6628.peg.62,fig|287.6632.peg.52,fig|287.6629.peg.59,fig|287.6635.peg.51,fig|287.6633.peg.52,fig|287.6634.peg.66,fig|287.6637.peg.53,fig|287.6636.peg.54,fig|287.6620.peg.51,fig|287.6630.peg.52,fig|287.6639.peg.66,fig|287.6638.peg.59,fig|287.6627.peg.53
fig|287.6656.peg.52,fig|287.6613.peg.55,fig|287.6611.peg.54,fig|287.6614.peg.67,fig|287.6616.peg.51,fig|287.6612.peg.63,fig|287.6618.peg.51,fig|287.6615.peg.61,fig|287.6617.peg.53,fig|287.6621.peg.53,fig|287.6619.peg.53,fig|287.6622.peg.52,fig|287.6623.peg.52,fig|287.6624.peg.68,fig|287.6625.peg.53,fig|287.6657.peg.51,fig|287.6655.peg.51,fig|287.6631.peg.59,fig|287.6628.peg.63,fig|287.6632.peg.53,fig|287.6629.peg.60,fig|287.6635.peg.52,fig|287.6633.peg.53,fig|287.6634.peg.67,fig|287.6637.peg.54,fig|287.6636.peg.55,fig|287.6620.peg.52,fig|287.6630.peg.53,fig|287.6639.peg.67,fig|287.6638.peg.60,fig|287.6627.peg.54
fig|287.6656.peg.53,fig|287.6613.peg.56,fig|287.6611.peg.55,fig|287.6614.peg.68,fig|287.6616.peg.52,fig|287.6612.peg.64,fig|287.6618.peg.52,fig|287.6615.peg.62,fig|287.6617.peg.54,fig|287.6621.peg.54,fig|287.6619.peg.54,fig|287.6622.peg.53,fig|287.6623.peg.53,fig|287.6624.peg.69,fig|287.6625.peg.54,fig|287.6657.peg.52,fig|287.6655.peg.52,fig|287.6631.peg.60,fig|287.6628.peg.64,fig|287.6632.peg.54,fig|287.6629.peg.61,fig|287.6635.peg.53,fig|287.6633.peg.54,fig|287.6634.peg.68,fig|287.6637.peg.55,fig|287.6636.peg.56,fig|287.6620.peg.53,fig|287.6630.peg.54,fig|287.6639.peg.68,fig|287.6638.peg.61,fig|287.6627.peg.55
fig|287.6656.peg.54,fig|287.6613.peg.57,fig|287.6611.peg.56,fig|287.6614.peg.69,fig|287.6616.peg.53,fig|287.6612.peg.65,fig|287.6618.peg.53,fig|287.6615.peg.63,fig|287.6617.peg.55,fig|287.6621.peg.55,fig|287.6619.peg.55,fig|287.6622.peg.54,fig|287.6623.peg.54,fig|287.6624.peg.70,fig|287.6625.peg.55,fig|287.6657.peg.53,fig|287.6655.peg.53,fig|287.6631.peg.61,fig|287.6628.peg.65,fig|287.6632.peg.55,fig|287.6629.peg.62,fig|287.6635.peg.54,fig|287.6633.peg.55,fig|287.6634.peg.69,fig|287.6637.peg.56,fig|287.6636.peg.57,fig|287.6620.peg.54,fig|287.6630.peg.55,fig|287.6639.peg.69,fig|287.6638.peg.62,fig|287.6627.peg.56
fig|287.6656.peg.59,fig|287.6613.peg.61,fig|287.6611.peg.61,fig|287.6614.peg.74,fig|287.6616.peg.58,fig|287.6612.peg.70,fig|287.6618.peg.58,fig|287.6615.peg.67,fig|287.6617.peg.59,fig|287.6621.peg.60,fig|287.6619.peg.60,fig|287.6622.peg.59,fig|287.6623.peg.59,fig|287.6624.peg.75,fig|287.6625.peg.60,fig|287.6657.peg.54,fig|287.6655.peg.58,fig|287.6631.peg.65,fig|287.6628.peg.69,fig|287.6632.peg.60,fig|287.6629.peg.66,fig|287.6635.peg.59,fig|287.6633.peg.60,fig|287.6634.peg.74,fig|287.6637.peg.61,fig|287.6636.peg.63,fig|287.6620.peg.58,fig|287.6630.peg.59,fig|287.6639.peg.74,fig|287.6638.peg.67,fig|287.6627.peg.60
fig|287.6656.peg.62,fig|287.6613.peg.64,fig|287.6611.peg.66,fig|287.6614.peg.77,fig|287.6616.peg.61,fig|287.6612.peg.73,fig|287.6618.peg.61,fig|287.6615.peg.70,fig|287.6617.peg.62,fig|287.6621.peg.65,fig|287.6619.peg.63,fig|287.6622.peg.62,fig|287.6623.peg.62,fig|287.6624.peg.78,fig|287.6625.peg.65,fig|287.6657.peg.57,fig|287.6655.peg.64,fig|287.6631.peg.68,fig|287.6628.peg.72,fig|287.6632.peg.63,fig|287.6629.peg.69,fig|287.6635.peg.62,fig|287.6633.peg.65,fig|287.6634.peg.77,fig|287.6637.peg.64,fig|287.6636.peg.66,fig|287.6620.peg.61,fig|287.6630.peg.62,fig|287.6639.peg.77,fig|287.6638.peg.70,fig|287.6627.peg.65
fig|287.6656.peg.63,fig|287.6613.peg.65,fig|287.6611.peg.67,fig|287.6614.peg.78,fig|287.6616.peg.62,fig|287.6612.peg.74,fig|287.6618.peg.62,fig|287.6615.peg.71,fig|287.6617.peg.63,fig|287.6621.peg.66,fig|287.6619.peg.64,fig|287.6622.peg.63,fig|287.6623.peg.63,fig|287.6624.peg.79,fig|287.6625.peg.66,fig|287.6657.peg.58,fig|287.6655.peg.65,fig|287.6631.peg.69,fig|287.6628.peg.73,fig|287.6632.peg.64,fig|287.6629.peg.70,fig|287.6635.peg.63,fig|287.6633.peg.66,fig|287.6634.peg.78,fig|287.6637.peg.65,fig|287.6636.peg.67,fig|287.6620.peg.62,fig|287.6630.peg.63,fig|287.6639.peg.78,fig|287.6638.peg.71,fig|287.6627.peg.66
fig|287.6656.peg.64,fig|287.6613.peg.66,fig|287.6611.peg.68,fig|287.6614.peg.79,fig|287.6616.peg.63,fig|287.6612.peg.75,fig|287.6618.peg.63,fig|287.6615.peg.72,fig|287.6617.peg.64,fig|287.6621.peg.67,fig|287.6619.peg.65,fig|287.6622.peg.64,fig|287.6623.peg.64,fig|287.6624.peg.80,fig|287.6625.peg.67,fig|287.6657.peg.59,fig|287.6655.peg.66,fig|287.6631.peg.70,fig|287.6628.peg.74,fig|287.6632.peg.65,fig|287.6629.peg.71,fig|287.6635.peg.64,fig|287.6633.peg.67,fig|287.6634.peg.79,fig|287.6637.peg.66,fig|287.6636.peg.68,fig|287.6620.peg.63,fig|287.6630.peg.64,fig|287.6639.peg.79,fig|287.6638.peg.72,fig|287.6627.peg.67
fig|287.6656.peg.65,fig|287.6613.peg.67,fig|287.6611.peg.69,fig|287.6614.peg.80,fig|287.6616.peg.64,fig|287.6612.peg.76,fig|287.6618.peg.64,fig|287.6615.peg.73,fig|287.6617.peg.65,fig|287.6621.peg.68,fig|287.6619.peg.66,fig|287.6622.peg.65,fig|287.6623.peg.65,fig|287.6624.peg.81,fig|287.6625.peg.68,fig|287.6657.peg.60,fig|287.6655.peg.67,fig|287.6631.peg.71,fig|287.6628.peg.75,fig|287.6632.peg.66,fig|287.6629.peg.72,fig|287.6635.peg.65,fig|287.6633.peg.68,fig|287.6634.peg.80,fig|287.6637.peg.67,fig|287.6636.peg.69,fig|287.6620.peg.64,fig|287.6630.peg.65,fig|287.6639.peg.80,fig|287.6638.peg.73,fig|287.6627.peg.68
fig|287.6656.peg.66,fig|287.6613.peg.68,fig|287.6611.peg.70,fig|287.6614.peg.81,fig|287.6616.peg.65,fig|287.6612.peg.77,fig|287.6618.peg.65,fig|287.6615.peg.74,fig|287.6617.peg.66,fig|287.6621.peg.69,fig|287.6619.peg.67,fig|287.6622.peg.66,fig|287.6623.peg.66,fig|287.6624.peg.82,fig|287.6625.peg.69,fig|287.6657.peg.61,fig|287.6655.peg.68,fig|287.6631.peg.72,fig|287.6628.peg.76,fig|287.6632.peg.67,fig|287.6629.peg.73,fig|287.6635.peg.66,fig|287.6633.peg.69,fig|287.6634.peg.81,fig|287.6637.peg.68,fig|287.6636.peg.70,fig|287.6620.peg.65,fig|287.6630.peg.66,fig|287.6639.peg.81,fig|287.6638.peg.74,fig|287.6627.peg.69
fig|287.6656.peg.67,fig|287.6613.peg.69,fig|287.6611.peg.71,fig|287.6614.peg.82,fig|287.6616.peg.66,fig|287.6612.peg.78,fig|287.6618.peg.66,fig|287.6615.peg.75,fig|287.6617.peg.67,fig|287.6621.peg.70,fig|287.6619.peg.68,fig|287.6622.peg.67,fig|287.6623.peg.67,fig|287.6624.peg.83,fig|287.6625.peg.70,fig|287.6657.peg.62,fig|287.6655.peg.69,fig|287.6631.peg.73,fig|287.6628.peg.77,fig|287.6632.peg.68,fig|287.6629.peg.74,fig|287.6635.peg.67,fig|287.6633.peg.70,fig|287.6634.peg.82,fig|287.6637.peg.69,fig|287.6636.peg.71,fig|287.6620.peg.66,fig|287.6630.peg.67,fig|287.6639.peg.82,fig|287.6638.peg.75,fig|287.6627.peg.70
fig|287.6656.peg.68,fig|287.6613.peg.70,fig|287.6611.peg.72,fig|287.6614.peg.83,fig|287.6616.peg.67,fig|287.6612.peg.79,fig|287.6618.peg.67,fig|287.6615.peg.76,fig|287.6617.peg.68,fig|287.6621.peg.71,fig|287.6619.peg.69,fig|287.6622.peg.68,fig|287.6623.peg.68,fig|287.6624.peg.84,fig|287.6625.peg.71,fig|287.6657.peg.63,fig|287.6655.peg.70,fig|287.6631.peg.74,fig|287.6628.peg.78,fig|287.6632.peg.69,fig|287.6629.peg.75,fig|287.6635.peg.68,fig|287.6633.peg.71,fig|287.6634.peg.83,fig|287.6637.peg.70,fig|287.6636.peg.72,fig|287.6620.peg.67,fig|287.6630.peg.68,fig|287.6639.peg.83,fig|287.6638.peg.76,fig|287.6627.peg.71
fig|287.6656.peg.69,fig|287.6613.peg.71,fig|287.6611.peg.73,fig|287.6614.peg.84,fig|287.6616.peg.68,fig|287.6612.peg.80,fig|287.6618.peg.68,fig|287.6615.peg.77,fig|287.6617.peg.69,fig|287.6621.peg.72,fig|287.6619.peg.70,fig|287.6622.peg.69,fig|287.6623.peg.69,fig|287.6624.peg.85,fig|287.6625.peg.72,fig|287.6657.peg.64,fig|287.6655.peg.71,fig|287.6631.peg.75,fig|287.6628.peg.79,fig|287.6632.peg.70,fig|287.6629.peg.76,fig|287.6635.peg.69,fig|287.6633.peg.72,fig|287.6634.peg.84,fig|287.6637.peg.71,fig|287.6636.peg.73,fig|287.6620.peg.68,fig|287.6630.peg.69,fig|287.6639.peg.84,fig|287.6638.peg.77,fig|287.6627.peg.72
fig|287.6656.peg.70,fig|287.6613.peg.72,fig|287.6611.peg.74,fig|287.6614.peg.85,fig|287.6616.peg.69,fig|287.6612.peg.81,fig|287.6618.peg.69,fig|287.6615.peg.78,fig|287.6617.peg.70,fig|287.6621.peg.73,fig|287.6619.peg.71,fig|287.6622.peg.70,fig|287.6623.peg.70,fig|287.6624.peg.86,fig|287.6625.peg.73,fig|287.6657.peg.65,fig|287.6655.peg.72,fig|287.6631.peg.76,fig|287.6628.peg.80,fig|287.6632.peg.71,fig|287.6629.peg.77,fig|287.6635.peg.70,fig|287.6633.peg.73,fig|287.6634.peg.85,fig|287.6637.peg.72,fig|287.6636.peg.74,fig|287.6620.peg.69,fig|287.6630.peg.70,fig|287.6639.peg.85,fig|287.6638.peg.78,fig|287.6627.peg.73
fig|287.6656.peg.71,fig|287.6613.peg.73,fig|287.6611.peg.75,fig|287.6614.peg.86,fig|287.6616.peg.70,fig|287.6612.peg.82,fig|287.6618.peg.70,fig|287.6615.peg.79,fig|287.6617.peg.71,fig|287.6621.peg.74,fig|287.6619.peg.72,fig|287.6622.peg.71,fig|287.6623.peg.71,fig|287.6624.peg.87,fig|287.6625.peg.74,fig|287.6657.peg.66,fig|287.6655.peg.73,fig|287.6631.peg.77,fig|287.6628.peg.81,fig|287.6632.peg.72,fig|287.6629.peg.78,fig|287.6635.peg.71,fig|287.6633.peg.74,fig|287.6634.peg.86,fig|287.6637.peg.73,fig|287.6636.peg.75,fig|287.6620.peg.70,fig|287.6630.peg.71,fig|287.6639.peg.86,fig|287.6638.peg.79,fig|287.6627.peg.74
fig|287.6656.peg.72,fig|287.6613.peg.74,fig|287.6611.peg.76,fig|287.6614.peg.87,fig|287.6616.peg.71,fig|287.6612.peg.83,fig|287.6618.peg.71,fig|287.6615.peg.80,fig|287.6617.peg.72,fig|287.6621.peg.75,fig|287.6619.peg.73,fig|287.6622.peg.72,fig|287.6623.peg.72,fig|287.6624.peg.88,fig|287.6625.peg.75,fig|287.6657.peg.67,fig|287.6655.peg.74,fig|287.6631.peg.78,fig|287.6628.peg.82,fig|287.6632.peg.73,fig|287.6629.peg.79,fig|287.6635.peg.72,fig|287.6633.peg.75,fig|287.6634.peg.87,fig|287.6637.peg.74,fig|287.6636.peg.76,fig|287.6620.peg.71,fig|287.6630.peg.72,fig|287.6639.peg.87,fig|287.6638.peg.80,fig|287.6627.peg.75
fig|287.6656.peg.73,fig|287.6613.peg.75,fig|287.6611.peg.77,fig|287.6614.peg.88,fig|287.6616.peg.72,fig|287.6612.peg.84,fig|287.6618.peg.72,fig|287.6615.peg.81,fig|287.6617.peg.73,fig|287.6621.peg.76,fig|287.6619.peg.74,fig|287.6622.peg.73,fig|287.6623.peg.73,fig|287.6624.peg.89,fig|287.6625.peg.76,fig|287.6657.peg.68,fig|287.6655.peg.75,fig|287.6631.peg.79,fig|287.6628.peg.83,fig|287.6632.peg.74,fig|287.6629.peg.80,fig|287.6635.peg.73,fig|287.6633.peg.76,fig|287.6634.peg.88,fig|287.6637.peg.75,fig|287.6636.peg.77,fig|287.6620.peg.72,fig|287.6630.peg.73,fig|287.6639.peg.88,fig|287.6638.peg.81,fig|287.6627.peg.76
fig|287.6656.peg.74,fig|287.6613.peg.76,fig|287.6611.peg.78,fig|287.6614.peg.89,fig|287.6616.peg.73,fig|287.6612.peg.85,fig|287.6618.peg.73,fig|287.6615.peg.82,fig|287.6617.peg.74,fig|287.6621.peg.77,fig|287.6619.peg.75,fig|287.6622.peg.74,fig|287.6623.peg.74,fig|287.6624.peg.90,fig|287.6625.peg.77,fig|287.6657.peg.69,fig|287.6655.peg.76,fig|287.6631.peg.80,fig|287.6628.peg.84,fig|287.6632.peg.75,fig|287.6629.peg.81,fig|287.6635.peg.74,fig|287.6633.peg.77,fig|287.6634.peg.89,fig|287.6637.peg.76,fig|287.6636.peg.78,fig|287.6620.peg.73,fig|287.6630.peg.74,fig|287.6639.peg.89,fig|287.6638.peg.82,fig|287.6627.peg.77
fig|287.6656.peg.76,fig|287.6613.peg.78,fig|287.6611.peg.80,fig|287.6614.peg.91,fig|287.6616.peg.75,fig|287.6612.peg.87,fig|287.6618.peg.75,fig|287.6615.peg.84,fig|287.6617.peg.76,fig|287.6621.peg.79,fig|287.6619.peg.77,fig|287.6622.peg.77,fig|287.6623.peg.77,fig|287.6624.peg.92,fig|287.6625.peg.79,fig|287.6657.peg.148,fig|287.6655.peg.78,fig|287.6631.peg.82,fig|287.6628.peg.86,fig|287.6632.peg.77,fig|287.6629.peg.83,fig|287.6635.peg.76,fig|287.6633.peg.79,fig|287.6634.peg.91,fig|287.6637.peg.136,fig|287.6636.peg.80,fig|287.6620.peg.75,fig|287.6630.peg.76,fig|287.6639.peg.91,fig|287.6638.peg.84,fig|287.6627.peg.79
fig|287.6656.peg.77,fig|287.6613.peg.79,fig|287.6611.peg.81,fig|287.6614.peg.92,fig|287.6616.peg.76,fig|287.6612.peg.88,fig|287.6618.peg.76,fig|287.6615.peg.85,fig|287.6617.peg.77,fig|287.6621.peg.80,fig|287.6619.peg.78,fig|287.6622.peg.78,fig|287.6623.peg.78,fig|287.6624.peg.93,fig|287.6625.peg.80,fig|287.6657.peg.149,fig|287.6655.peg.79,fig|287.6631.peg.83,fig|287.6628.peg.87,fig|287.6632.peg.78,fig|287.6629.peg.84,fig|287.6635.peg.77,fig|287.6633.peg.80,fig|287.6634.peg.92,fig|287.6637.peg.137,fig|287.6636.peg.81,fig|287.6620.peg.76,fig|287.6630.peg.77,fig|287.6639.peg.92,fig|287.6638.peg.85,fig|287.6627.peg.80
fig|287.6656.peg.78,fig|287.6613.peg.80,fig|287.6611.peg.82,fig|287.6614.peg.93,fig|287.6616.peg.77,fig|287.6612.peg.89,fig|287.6618.peg.77,fig|287.6615.peg.86,fig|287.6617.peg.78,fig|287.6621.peg.81,fig|287.6619.peg.79,fig|287.6622.peg.79,fig|287.6623.peg.79,fig|287.6624.peg.94,fig|287.6625.peg.81,fig|287.6657.peg.150,fig|287.6655.peg.80,fig|287.6631.peg.84,fig|287.6628.peg.88,fig|287.6632.peg.79,fig|287.6629.peg.85,fig|287.6635.peg.78,fig|287.6633.peg.81,fig|287.6634.peg.93,fig|287.6637.peg.138,fig|287.6636.peg.82,fig|287.6620.peg.77,fig|287.6630.peg.78,fig|287.6639.peg.93,fig|287.6638.peg.86,fig|287.6627.peg.81
fig|287.6656.peg.80,fig|287.6613.peg.82,fig|287.6611.peg.84,fig|287.6614.peg.95,fig|287.6616.peg.79,fig|287.6612.peg.90,fig|287.6618.peg.79,fig|287.6615.peg.88,fig|287.6617.peg.80,fig|287.6621.peg.83,fig|287.6619.peg.81,fig|287.6622.peg.81,fig|287.6623.peg.81,fig|287.6624.peg.96,fig|287.6625.peg.83,fig|287.6657.peg.152,fig|287.6655.peg.82,fig|287.6631.peg.86,fig|287.6628.peg.90,fig|287.6632.peg.81,fig|287.6629.peg.87,fig|287.6635.peg.80,fig|287.6633.peg.83,fig|287.6634.peg.95,fig|287.6637.peg.140,fig|287.6636.peg.84,fig|287.6620.peg.79,fig|287.6630.peg.80,fig|287.6639.peg.95,fig|287.6638.peg.88,fig|287.6627.peg.83
fig|287.6656.peg.81,fig|287.6613.peg.83,fig|287.6611.peg.85,fig|287.6614.peg.96,fig|287.6616.peg.80,fig|287.6612.peg.91,fig|287.6618.peg.80,fig|287.6615.peg.89,fig|287.6617.peg.81,fig|287.6621.peg.84,fig|287.6619.peg.82,fig|287.6622.peg.134,fig|287.6623.peg.134,fig|287.6624.peg.97,fig|287.6625.peg.84,fig|287.6657.peg.153,fig|287.6655.peg.83,fig|287.6631.peg.87,fig|287.6628.peg.91,fig|287.6632.peg.82,fig|287.6629.peg.88,fig|287.6635.peg.81,fig|287.6633.peg.84,fig|287.6634.peg.96,fig|287.6637.peg.141,fig|287.6636.peg.85,fig|287.6620.peg.80,fig|287.6630.peg.81,fig|287.6639.peg.96,fig|287.6638.peg.89,fig|287.6627.peg.84
fig|287.6656.peg.82,fig|287.6613.peg.84,fig|287.6611.peg.86,fig|287.6614.peg.97,fig|287.6616.peg.81,fig|287.6612.peg.92,fig|287.6618.peg.81,fig|287.6615.peg.90,fig|287.6617.peg.82,fig|287.6621.peg.85,fig|287.6619.peg.83,fig|287.6622.peg.135,fig|287.6623.peg.135,fig|287.6624.peg.98,fig|287.6625.peg.85,fig|287.6657.peg.154,fig|287.6655.peg.84,fig|287.6631.peg.88,fig|287.6628.peg.92,fig|287.6632.peg.83,fig|287.6629.peg.89,fig|287.6635.peg.82,fig|287.6633.peg.85,fig|287.6634.peg.97,fig|287.6637.peg.142,fig|287.6636.peg.86,fig|287.6620.peg.81,fig|287.6630.peg.82,fig|287.6639.peg.97,fig|287.6638.peg.90,fig|287.6627.peg.85
fig|287.6656.peg.83,fig|287.6613.peg.85,fig|287.6611.peg.87,fig|287.6614.peg.98,fig|287.6616.peg.82,fig|287.6612.peg.93,fig|287.6618.peg.82,fig|287.6615.peg.91,fig|287.6617.peg.83,fig|287.6621.peg.86,fig|287.6619.peg.84,fig|287.6622.peg.136,fig|287.6623.peg.136,fig|287.6624.peg.99,fig|287.6625.peg.86,fig|287.6657.peg.155,fig|287.6655.peg.85,fig|287.6631.peg.89,fig|287.6628.peg.93,fig|287.6632.peg.84,fig|287.6629.peg.90,fig|287.6635.peg.83,fig|287.6633.peg.86,fig|287.6634.peg.98,fig|287.6637.peg.143,fig|287.6636.peg.87,fig|287.6620.peg.82,fig|287.6630.peg.83,fig|287.6639.peg.98,fig|287.6638.peg.91,fig|287.6627.peg.86
fig|287.6656.peg.84,fig|287.6613.peg.86,fig|287.6611.peg.88,fig|287.6614.peg.99,fig|287.6616.peg.83,fig|287.6612.peg.94,fig|287.6618.peg.83,fig|287.6615.peg.92,fig|287.6617.peg.84,fig|287.6621.peg.87,fig|287.6619.peg.85,fig|287.6622.peg.137,fig|287.6623.peg.137,fig|287.6624.peg.100,fig|287.6625.peg.87,fig|287.6657.peg.156,fig|287.6655.peg.86,fig|287.6631.peg.90,fig|287.6628.peg.94,fig|287.6632.peg.85,fig|287.6629.peg.91,fig|287.6635.peg.84,fig|287.6633.peg.87,fig|287.6634.peg.99,fig|287.6637.peg.144,fig|287.6636.peg.88,fig|287.6620.peg.83,fig|287.6630.peg.84,fig|287.6639.peg.99,fig|287.6638.peg.92,fig|287.6627.peg.87
fig|287.6656.peg.85,fig|287.6613.peg.87,fig|287.6611.peg.89,fig|287.6614.peg.100,fig|287.6616.peg.84,fig|287.6612.peg.95,fig|287.6618.peg.84,fig|287.6615.peg.93,fig|287.6617.peg.85,fig|287.6621.peg.88,fig|287.6619.peg.86,fig|287.6622.peg.138,fig|287.6623.peg.138,fig|287.6624.peg.101,fig|287.6625.peg.88,fig|287.6657.peg.157,fig|287.6655.peg.87,fig|287.6631.peg.91,fig|287.6628.peg.95,fig|287.6632.peg.86,fig|287.6629.peg.92,fig|287.6635.peg.85,fig|287.6633.peg.88,fig|287.6634.peg.100,fig|287.6637.peg.145,fig|287.6636.peg.89,fig|287.6620.peg.84,fig|287.6630.peg.85,fig|287.6639.peg.100,fig|287.6638.peg.93,fig|287.6627.peg.88
fig|287.6656.peg.86,fig|287.6613.peg.88,fig|287.6611.peg.90,fig|287.6614.peg.101,fig|287.6616.peg.85,fig|287.6612.peg.96,fig|287.6618.peg.85,fig|287.6615.peg.94,fig|287.6617.peg.86,fig|287.6621.peg.89,fig|287.6619.peg.87,fig|287.6622.peg.139,fig|287.6623.peg.139,fig|287.6624.peg.102,fig|287.6625.peg.89,fig|287.6657.peg.158,fig|287.6655.peg.88,fig|287.6631.peg.92,fig|287.6628.peg.96,fig|287.6632.peg.87,fig|287.6629.peg.93,fig|287.6635.peg.86,fig|287.6633.peg.89,fig|287.6634.peg.101,fig|287.6637.peg.146,fig|287.6636.peg.90,fig|287.6620.peg.85,fig|287.6630.peg.86,fig|287.6639.peg.101,fig|287.6638.peg.94,fig|287.6627.peg.89
