"","ID","locus","Gene"
"607","PGD1652054","PA14_07690","glpE_1"
"608","PGD1652056","PA14_07700","apaH_1"
"609","PGD1652058","PA14_07710","apaG"
"610","PGD1652060","PA14_07730","rsmA"
"611","PGD1652062","PA14_07740","pdxA"
"612","PGD1652064","PA14_07760","surA_1"
"613","PGD1652066","PA14_07770","group_6587"
"614","PGD1652068","PA14_07780","amgK"
"615","PGD1652070","PA14_07790","murU"
"616","PGD1652072","PA14_07800","djlA"
"617","PGD1652074","PA14_07810","group_12209"
"618","PGD1652076","PA14_07820","mltF_1"
"619","PGD1652078","PA14_07840","uvrY"
"620","PGD1652080","PA14_07850","potD_1"
"621","PGD1652082","PA14_07860","potA_3"
"622","PGD1652084","PA14_07870","potD_2"
"623","PGD1652086","PA14_07890","group_9849"
"624","PGD1652088","PA14_07900","ydcV_3"
"625","PGD1652090","PA14_07910","rpe"
"626","PGD1652092","PA14_07930","gph"
"627","PGD1652094","PA14_07940","trpE"
"628","PGD1652096","PA14_07950","group_2074"
"629","PGD1652098","PA14_07960","prtR_1"
"630","PGD1652100","PA14_07970","group_9233"
"631","PGD1652102","PA14_07980","group_12526"
"632","PGD1652104","PA14_07990","group_1029"
"633","PGD1652106","PA14_08000","group_3611"
"634","PGD1652108","PA14_08010","group_3612"
"635","PGD1652110","PA14_08020","group_3613"
"636","PGD1652112","PA14_08030","group_3614"
"637","PGD1652114","PA14_08040","group_3615"
"638","PGD1652116","PA14_08050","group_6588"
"639","PGD1652118","PA14_08060","group_7953"
"640","PGD1652120","PA14_08070","gpFI"
"641","PGD1652122","PA14_08090","group_3619"
"642","PGD1652124","PA14_08100","group_3620"
"643","PGD1652126","PA14_08110","group_7954"
"644","PGD1652128","PA14_08120","group_3621"
"645","PGD1652130","PA14_08130","group_3622"
"646","PGD1652132","PA14_08140","group_3623"
"647","PGD1652134","PA14_08150","group_3624"
"648","PGD1652136","PA14_08160","group_12509"
"649","PGD1652138","PA14_08180","group_2075"
"650","PGD1652140","PA14_08190","group_2076"
"651","PGD1652142","PA14_08200","group_7955"
"652","PGD1652144","PA14_08210","group_5965"
"653","PGD1652146","PA14_08220","group_5966"
"654","PGD1652148","PA14_08230","group_5967"
"655","PGD1652150","PA14_08240","group_1970"
"656","PGD1652152","PA14_08250","group_5968"
"657","PGD1652154","PA14_08260","group_5969"
"658","PGD1652156","PA14_08270","group_5970"
"659","PGD1652158","PA14_08280","group_5971"
"660","PGD1652160","PA14_08300","group_1923"
"661","PGD1652162","PA14_08310","group_6591"
"662","PGD1652164","PA14_08320","group_6592"
"663","PGD1652166","PA14_08330","group_3399"
"664","PGD1652168","PA14_08340","trpG"
"665","PGD1652170","PA14_08350","trpD_1"
"666","PGD1652172","PA14_08360","trpC"
"667","PGD1652174","PA14_08370","vfr"
"668","PGD1652176","PA14_08380","yhfA"
"669","PGD1652178","PA14_08390","speD"
"670","PGD1652180","PA14_08400","coq7"
"671","PGD1652182","PA14_08420","group_9414"
"672","PGD1652184","PA14_08430","ftsH_1"
"673","PGD1652186","PA14_08440","group_12682"
"674","PGD1652188","PA14_08450","group_12748"
"675","PGD1652190","PA14_08460","group_1030"
"676","PGD1652192","PA14_08470","group_11754"
"677","PGD1652194","PA14_08480","argC"
"678","PGD1652196","PA14_08490","group_10390"
"679","PGD1652198","PA14_08500","group_2077"
"680","PGD1652200","PA14_08510","erpA"
"681","PGD1652202","PA14_08520","anmK"
"682","PGD1652204","PA14_08540","mepM"
"683","PGD1652206","PA14_08560","tyrS_1"
"684","PGD1652218","PA14_08620","birA"
"685","PGD1652220","PA14_08630","coaX"
"686","PGD1652222","PA14_08640","group_12419"
"687","PGD1652230","PA14_08680","tufA_1"
"688","PGD1652234","PA14_08695","group_7956"
"689","PGD1652236","PA14_08710","nusG"
"690","PGD1652238","PA14_08720","rplK"
"691","PGD1652240","PA14_08730","rplA"
"692","PGD1652242","PA14_08740","rplJ"
"693","PGD1652244","PA14_08750","rplL"
"694","PGD1652246","PA14_08760","rpoB"
"695","PGD1652248","PA14_08780","rpoC"
"696","PGD1652250","PA14_08790","rpsL"
"697","PGD1652252","PA14_08810","rpsG"
"698","PGD1652254","PA14_08820","fusA"
"699","PGD1652256","PA14_08830","tufA_2"
"700","PGD1652258","PA14_08840","rpsJ"
"701","PGD1652260","PA14_08850","rplC"
"702","PGD1652262","PA14_08860","rplD"
"703","PGD1652264","PA14_08870","rplW"
"704","PGD1652266","PA14_08880","rplB"
"705","PGD1652268","PA14_08890","rpsS"
"706","PGD1652270","PA14_08900","rplV"
"707","PGD1652272","PA14_08910","rpsC"
"708","PGD1652274","PA14_08920","rplP"
"709","PGD1652276","PA14_08930","rpmC"
"710","PGD1652278","PA14_08940","rpsQ"
"711","PGD1652280","PA14_08950","rplN"
"712","PGD1652282","PA14_08960","rplX"
"713","PGD1652284","PA14_08970","rplE"
"714","PGD1652286","PA14_08980","rpsN"
"715","PGD1652288","PA14_08990","rpsH"
"716","PGD1652290","PA14_09000","rplF"
"717","PGD1652292","PA14_09010","rplR"
"718","PGD1652294","PA14_09020","rpsE"
"719","PGD1652296","PA14_09030","rpmD"
"720","PGD1652298","PA14_09040","rplO"
"721","PGD1652300","PA14_09050","secY"
"722","PGD1652302","PA14_09070","rpmJ"
"723","PGD1652304","PA14_09080","rpsM"
"724","PGD1652306","PA14_09090","rpsK"
"725","PGD1652308","PA14_09100","rpsD"
"726","PGD1652310","PA14_09115","rpoA"
"727","PGD1652312","PA14_09130","rplQ"
"728","PGD1652314","PA14_09150","katA"
"729","PGD1652316","PA14_09160","bfr_1"
"730","PGD1652318","PA14_09180","uvrA"
"731","PGD1652320","PA14_09195","yajR"
"732","PGD1652322","PA14_09200","ssb"
"733","PGD1652324","PA14_09210","pchA_1"
"734","PGD1652326","PA14_09220","pchB"
"735","PGD1652328","PA14_09230","pikAV"
"736","PGD1652330","PA14_09240","dhbE"
"737","PGD1652332","PA14_09260","pchR"
"738","PGD1652334","PA14_09270","dltA_1"
"739","PGD1652336","PA14_09280","dltA_2"
"740","PGD1652338","PA14_09290","btuD_1"
"741","PGD1652340","PA14_09300","irtA"
"742","PGD1652342","PA14_09320","irtB"
"743","PGD1652344","PA14_09340","fptA"
"744","PGD1652346","PA14_09350","group_166"
"745","PGD1652348","PA14_09370","group_169"
"746","PGD1652350","PA14_09380","group_1034"
"747","PGD1652352","PA14_09400","phzS"
"748","PGD1652354","PA14_09410","phzG_1"
"749","PGD1652356","PA14_09420","phzF_1"
"750","PGD1652358","PA14_09440","menF_1"
"751","PGD1652360","PA14_09450","phzD2_1"
"752","PGD1652362","PA14_09460","aroH_1"
"753","PGD1652364","PA14_09470","phzB1"
"754","PGD1652366","PA14_09480","phzA1"
"755","PGD1652368","PA14_09490","phzM"
"756","PGD1652370","PA14_09500","ttgI_1"
"757","PGD1652372","PA14_09520","bepE"
"758","PGD1652374","PA14_09530","bepF_1"
"759","PGD1652376","PA14_09540","group_9219"
"760","PGD1652378","PA14_09550","pgl_1"
"761","PGD1652380","PA14_09570","gltR_1"
"762","PGD1652382","PA14_09580","nmoA"
"763","PGD1652384","PA14_09600","ddl_1"
"764","PGD1652386","PA14_09610","ytnP"
"765","PGD1652388","PA14_09630","dmdC_4"
"766","PGD1652390","PA14_09660","group_10769"
"767","PGD1652392","PA14_09680","sasA_1"
"768","PGD1652394","PA14_09690","todT"
"769","PGD1652396","PA14_09700","oxyE"
"770","PGD1652398","PA14_09710","puuC_2"
"771","PGD1652400","PA14_09730","dapA_2"
"772","PGD1652402","PA14_09740","ygcS"
"773","PGD1652404","PA14_09750","puuB_2"
"774","PGD1652406","PA14_09760","rspR"
"775","PGD1652408","PA14_09770","cdhR_1"
"776","PGD1652410","PA14_09780","group_2085"
"777","PGD1652412","PA14_09790","paiB"
"778","PGD1652414","PA14_09810","group_612"
"779","PGD1652416","PA14_09820","alsS"
"780","PGD1652418","PA14_09850","nicP_3"
"781","PGD1652420","PA14_09870","group_11528"
"782","PGD1652422","PA14_09880","group_1042"
"783","PGD1652424","PA14_09890","ppiC_1"
"784","PGD1652426","PA14_09900","prpL"
"785","PGD1652428","PA14_09910","pgrR_1"
"786","PGD1652430","PA14_09920","yjgH"
"787","PGD1652432","PA14_09930","xthA_1"
"788","PGD1652434","PA14_09940","yfkM"
"789","PGD1652436","PA14_09950","ahpF_2"
"790","PGD1652438","PA14_09960","ywnA"
"791","PGD1652440","PA14_09970","fpvA"
"792","PGD1652442","PA14_09980","dkgB"
"793","PGD1652444","PA14_09990","group_2089"
"794","PGD1652446","PA14_10010","gabR_1"
"795","PGD1652448","PA14_10020","group_2090"
"796","PGD1652450","PA14_10040","QRSL1"
"797","PGD1652452","PA14_10050","group_7031"
"798","PGD1652454","PA14_10070","group_7032"
"799","PGD1652456","PA14_10080","group_7033"
"800","PGD1652458","PA14_10090","group_7034"
"801","PGD1652460","PA14_10110","group_3475"
"802","PGD1652462","PA14_10120","group_7035"
"803","PGD1652464","PA14_10130","fabG_1"
"804","PGD1652466","PA14_10140","fepG"
"805","PGD1652468","PA14_10160","fepD"
"806","PGD1652470","PA14_10170","fepB"
"807","PGD1652472","PA14_10180","fepC"
"808","PGD1652474","PA14_10190","group_2092"
"809","PGD1652476","PA14_10200","btuB_1"
"810","PGD1652478","PA14_10210","ntaA"
"811","PGD1652480","PA14_10220","group_9387"
"812","PGD1652482","PA14_10230","ydjJ"
"813","PGD1652484","PA14_10240","acoC"
"814","PGD1652486","PA14_10250","acoB"
"815","PGD1652488","PA14_10260","acoA"
"816","PGD1652490","PA14_10270","group_11142"
"817","PGD1652492","PA14_10280","fabG_2"
"818","PGD1652494","PA14_10290","acoR_1"
"819","PGD1652496","PA14_10300","group_11310"
"820","PGD1652498","PA14_10320","dmlR_5"
"821","PGD1652500","PA14_10330","oprM_2"
"822","PGD1652502","PA14_10340","apxIB_1"
"823","PGD1652504","PA14_10350","cvaA"
"824","PGD1652506","PA14_10360","group_12163"
"825","PGD1652508","PA14_10370","group_12357"
"826","PGD1652510","PA14_10380","group_9554"
"827","PGD1652512","PA14_10400","group_7957"
"828","PGD1652514","PA14_10410","group_7958"
"829","PGD1652516","PA14_10420","tyrS_2"
"830","PGD1652518","PA14_10440","nicP_4"
"831","PGD1652520","PA14_10470","bcr_1"
"832","PGD1652522","PA14_10480","farR"
"833","PGD1652524","PA14_10490","group_2093"
"834","PGD1652526","PA14_10500","ccoN1_1"
"835","PGD1652528","PA14_10530","norG_1"
"836","PGD1652530","PA14_10540","group_2094"
"837","PGD1652532","PA14_10550","sir_1"
"838","PGD1652534","PA14_10560","group_11938"
"839","PGD1652536","PA14_10570","hpcH"
"840","PGD1652538","PA14_10590","hpcG"
"841","PGD1652540","PA14_10600","nicT"
"842","PGD1652542","PA14_10610","hpcD_1"
"843","PGD1652544","PA14_10620","hpcB"
"844","PGD1652546","PA14_10630","betB_1"
"845","PGD1652548","PA14_10640","hpcE_1"
"846","PGD1652550","PA14_10650","hpcE_2"
"847","PGD1652552","PA14_10660","rhaR_1"
"848","PGD1652554","PA14_10670","neo"
"849","PGD1652556","PA14_10680","group_10017"
"850","PGD1652558","PA14_10700","bphP"
"851","PGD1652560","PA14_10710","group_2096"
"852","PGD1652562","PA14_10730","ppnN"
"853","PGD1652564","PA14_10740","group_11295"
"854","PGD1652566","PA14_10750","sotB_1"
"855","PGD1652568","PA14_10770","rcsC_2"
"856","PGD1652570","PA14_10780","group_11650"
"857","PGD1652572","PA14_10790","ampC"
"858","PGD1652574","PA14_10800","ampR"
"859","PGD1652576","PA14_10820","group_2097"
"860","PGD1652578","PA14_10830","group_3631"
"861","PGD1652580","PA14_10840","group_3632"
"862","PGD1652582","PA14_10850","alkJ_1"
"863","PGD1652584","PA14_10870","oprB_1"
"864","PGD1652586","PA14_10890","kduD"
"865","PGD1652588","PA14_10900","gutB"
"866","PGD1652590","PA14_10910","exuT_2"
"867","PGD1652592","PA14_10920","group_12198"
"868","PGD1652594","PA14_10940","nphR"
"869","PGD1652596","PA14_10950","group_10865"
"870","PGD1652598","PA14_10960","tsaM1_1"
"871","PGD1652600","PA14_10970","pcpD_1"
"872","PGD1652602","PA14_10980","group_2098"
"873","PGD1652604","PA14_10990","hpaC"
"874","PGD1652606","PA14_11000","hpaB_1"
"875","PGD1652608","PA14_11010","group_12172"
"876","PGD1652610","PA14_11020","fabG_3"
"877","PGD1652612","PA14_11030","hemL2"
"878","PGD1652614","PA14_11050","moaF"
"879","PGD1652616","PA14_11060","lpfA"
"880","PGD1652618","PA14_11070","yadV_2"
"881","PGD1652620","PA14_11080","htrE"
"882","PGD1652622","PA14_11090","yadV_3"
"883","PGD1652624","PA14_11100","group_11871"
"884","PGD1652626","PA14_11110","group_1055"
"885","PGD1652628","PA14_11120","rcsB_1"
"886","PGD1652630","PA14_11130","hcaB_1"
"887","PGD1652632","PA14_11140","lgrD_1"
"888","PGD1652634","PA14_11150","group_12143"
"889","PGD1652636","PA14_11160","group_2102"
"890","PGD1652638","PA14_11170","group_415"
"891","PGD1652640","PA14_11180","group_2103"
"892","PGD1652642","PA14_11190","styD"
"893","PGD1652644","PA14_11210","steT"
"894","PGD1652646","PA14_11230","group_1058"
"895","PGD1652648","PA14_11240","feaR"
"896","PGD1652650","PA14_11250","rmlD"
"897","PGD1652652","PA14_11260","wbgU"
"898","PGD1652654","PA14_11270","ompW"
"899","PGD1652656","PA14_11280","group_9820"
"900","PGD1652658","PA14_11290","group_9735"
"901","PGD1652660","PA14_11310","group_10353"
"902","PGD1652662","PA14_11320","group_1655"
"903","PGD1652664","PA14_11330","group_1059"
"904","PGD1652666","PA14_11340","cnoX"
"905","PGD1652668","PA14_11350","prmC_1"
"906","PGD1652670","PA14_11370","group_2104"
"907","PGD1652672","PA14_11380","nrdR"
"908","PGD1652674","PA14_11400","ribD"
"909","PGD1652676","PA14_11410","ribE"
"910","PGD1652678","PA14_11420","ribBA"
"911","PGD1652680","PA14_11430","ribH"
"912","PGD1652682","PA14_11450","nusB"
"913","PGD1652684","PA14_11460","thiL"
"914","PGD1652686","PA14_11470","pgpA"
"915","PGD1652688","PA14_11480","group_11479"
"916","PGD1652690","PA14_11490","group_12324"
"917","PGD1652692","PA14_11510","group_11591"
"918","PGD1652694","PA14_11520","group_11982"
"919","PGD1652696","PA14_11530","btuF_1"
"920","PGD1652698","PA14_11550","dxs"
"921","PGD1652700","PA14_11560","ispA"
"922","PGD1652702","PA14_11570","xseB"
"923","PGD1652704","PA14_11580","tarD"
"924","PGD1652706","PA14_11590","group_2109"
"925","PGD1652708","PA14_11600","group_12558"
"926","PGD1652710","PA14_11610","group_12454"
"927","PGD1652712","PA14_11620","group_3636"
"928","PGD1652714","PA14_11630","sasA_3"
"929","PGD1652716","PA14_11650","group_10944"
"930","PGD1652718","PA14_11660","aqpZ"
"931","PGD1652720","PA14_11670","group_2110"
"932","PGD1652722","PA14_11680","walR_2"
"933","PGD1652724","PA14_11690","ppa"
"934","PGD1652726","PA14_11700","mtfA"
"935","PGD1652728","PA14_11720","dedA"
"936","PGD1652730","PA14_11730","group_616"
"937","PGD1652732","PA14_11740","group_10858"
"938","PGD1652734","PA14_11750","group_2111"
"939","PGD1652736","PA14_11760","eutC"
"940","PGD1652738","PA14_11770","eutB"
"941","PGD1652740","PA14_11790","potE_1"
"942","PGD1652742","PA14_11810","adh_1"
"943","PGD1652744","PA14_11830","acoR_2"
"944","PGD1652746","PA14_11845","mpl"
"945","PGD1652748","PA14_11860","ubiX"
"946","PGD1652750","PA14_11880","group_299"
"947","PGD1652752","PA14_11890","group_618"
"948","PGD1652754","PA14_11900","group_620"
"949","PGD1652756","PA14_11910","group_9201"
"950","PGD1652758","PA14_11920","cidA_1"
"951","PGD1652760","PA14_11930","yohK_1"
"952","PGD1652762","PA14_11940","group_9238"
"953","PGD1652764","PA14_11960","group_2112"
"954","PGD1652766","PA14_11970","group_12582"
"955","PGD1652768","PA14_11980","group_10040"
"956","PGD1652770","PA14_11990","group_2113"
"957","PGD1652772","PA14_12010","proA"
"958","PGD1652774","PA14_12020","nadD_1"
"959","PGD1652776","PA14_12030","rsfS"
"960","PGD1652778","PA14_12050","rlmH"
"961","PGD1652780","PA14_12060","mrdA"
"962","PGD1652782","PA14_12070","mrdB"
"963","PGD1652784","PA14_12080","mltB_1"
"964","PGD1652786","PA14_12090","rlpA_1"
"965","PGD1652788","PA14_12100","dacC"
"966","PGD1652790","PA14_12110","group_12410"
"967","PGD1652792","PA14_12120","lipB"
"968","PGD1652794","PA14_12130","lipA"
"969","PGD1652796","PA14_12140","cysL_1"
"970","PGD1652798","PA14_12150","group_301"
"971","PGD1652800","PA14_12160","group_2115"
"972","PGD1652802","PA14_12170","group_1696"
"973","PGD1652804","PA14_12180","group_12661"
"974","PGD1652806","PA14_12200","holA"
"975","PGD1652808","PA14_12210","lptE"
"976","PGD1652810","PA14_12230","leuS"
"977","PGD1652812","PA14_12260","group_12433"
"978","PGD1652814","PA14_12270","group_12477"
"979","PGD1652816","PA14_12280","lnt"
"980","PGD1652818","PA14_12300","corC"
"981","PGD1652820","PA14_12310","ybeY"
"982","PGD1652822","PA14_12330","ybeZ"
"983","PGD1652824","PA14_12350","miaB"
"984","PGD1652826","PA14_12360","group_9627"
"985","PGD1652828","PA14_12370","group_9356"
"986","PGD1652830","PA14_12390","hemL_1"
"987","PGD1652832","PA14_12400","thiE_1"
"988","PGD1652834","PA14_12410","thiD"
"989","PGD1652838","PA14_12440","group_11375"
"990","PGD1652840","PA14_12450","aidB"
"991","PGD1652842","PA14_12470","group_2119"
"992","PGD1652844","PA14_12490","amn"
"993","PGD1652846","PA14_12530","group_10004"
"994","PGD1652848","PA14_12540","rluE"
"995","PGD1652850","PA14_12550","group_9486"
"996","PGD1652852","PA14_12560","group_9435"
"997","PGD1652854","PA14_12570","lrp_1"
"998","PGD1652856","PA14_12590","group_7959"
"999","PGD1652858","PA14_12610","fieF"
"1000","PGD1652860","PA14_12620","group_9731"
"1001","PGD1652862","PA14_12630","hrpB_3"
"1002","PGD1652864","PA14_12640","group_11895"
"1003","PGD1652866","PA14_12650","group_2127"
"1004","PGD1652868","PA14_12670","group_10547"
"1005","PGD1652870","PA14_12680","hcaB"
"1006","PGD1652872","PA14_12690","group_11912"
"1007","PGD1652874","PA14_12700","group_11880"
"1008","PGD1652876","PA14_12710","sfnG"
"1009","PGD1652878","PA14_12730","sttH_1"
"1010","PGD1652880","PA14_12740","group_1068"
"1011","PGD1652882","PA14_12750","group_9947"
"1012","PGD1652884","PA14_12760","rhlE_2"
"1013","PGD1652886","PA14_12770","baiN"
"1014","PGD1652888","PA14_12780","bvgA_1"
"1015","PGD1652890","PA14_12810","rssB_1"
"1016","PGD1652892","PA14_12820","bvgS_1"
"1017","PGD1652894","PA14_12840","group_12024"
"1018","PGD1652896","PA14_12850","group_12158"
"1019","PGD1652898","PA14_12860","group_11945"
"1020","PGD1652900","PA14_12870","tesB"
"1021","PGD1652902","PA14_12890","mupP_1"
"1022","PGD1652904","PA14_12900","group_9319"
"1023","PGD1652906","PA14_12910","sfnC_1"
"1024","PGD1652908","PA14_12920","tauA"
"1025","PGD1652910","PA14_12940","tauB"
"1026","PGD1652912","PA14_12960","ssuC_1"
"1027","PGD1652914","PA14_12970","tauD_1"
"1028","PGD1652916","PA14_12980","group_418"
"1029","PGD1652918","PA14_12990","betT2"
"1030","PGD1652920","PA14_13000","sfnR_1"
"1031","PGD1652922","PA14_13010","metQ_1"
"1032","PGD1652924","PA14_13030","cydA"
"1033","PGD1652926","PA14_13040","cydB"
"1034","PGD1652928","PA14_13050","group_2130"
"1035","PGD1652930","PA14_13060","nimR_2"
"1036","PGD1652932","PA14_13070","group_10080"
"1037","PGD1652934","PA14_13090","thlA_1"
"1038","PGD1652936","PA14_13110","group_11758"
"1039","PGD1652938","PA14_13130","group_3649"
"1040","PGD1652940","PA14_13140","group_10349"
"1041","PGD1652942","PA14_13150","malT_2"
"1042","PGD1652944","PA14_13170","copA_1"
"1043","PGD1652946","PA14_13190","group_11038"
"1044","PGD1652948","PA14_13200","group_5326"
"1045","PGD1652950","PA14_13210","group_5327"
"1046","PGD1652952","PA14_13220","group_5328"
"1047","PGD1652954","PA14_13230","moaC"
"1048","PGD1652956","PA14_13240","moaD"
"1049","PGD1652958","PA14_13250","moaE"
"1050","PGD1652960","PA14_13260","moaB_1"
"1051","PGD1652962","PA14_13280","moeA"
"1052","PGD1652964","PA14_13290","yhbU"
"1053","PGD1652966","PA14_13300","group_2131"
"1054","PGD1652968","PA14_13320","ubiJ_1"
"1055","PGD1652970","PA14_13330","phoD"
"1056","PGD1652972","PA14_13340","group_10649"
"1057","PGD1652974","PA14_13350","group_12425"
"1058","PGD1652976","PA14_13360","group_12222"
"1059","PGD1652978","PA14_13370","group_2132"
"1060","PGD1652980","PA14_13380","group_12360"
"1061","PGD1652982","PA14_13390","group_1078"
"1062","PGD1652984","PA14_13410","prfC"
"1063","PGD1652986","PA14_13420","ivy_1"
"1064","PGD1652988","PA14_13430","fecA_1"
"1065","PGD1652990","PA14_13450","fecR_2"
"1066","PGD1652992","PA14_13460","fecI_2"
"1067","PGD1652994","PA14_13470","rhaS_2"
"1068","PGD1652996","PA14_13490","eamA_1"
