locus,Gene
PA14_14770,hscB
PA14_14780,hscA
PA14_14800,fdx_2
PA14_14810,iscX
PA14_14820,ndk
PA14_14830,rlmN_1
PA14_14850,group_9371
PA14_14860,rodZ
PA14_14880,ispG
PA14_14890,hisS
PA14_14900,group_10773
PA14_14910,bamB
PA14_14930,der
PA14_14940,ybdL
PA14_14960,yafV
PA14_14975,group_1088
PA14_14990,yajO_1
PA14_15000,group_12370
PA14_15020,group_11237
PA14_15030,leuA
PA14_15050,group_12185
PA14_15070,btuB_2
PA14_15080,group_12361
PA14_15090,group_2151
PA14_15100,group_10318
PA14_15110,group_12729
PA14_15120,group_11506
PA14_15130,group_12369
PA14_15140,rutB_1
PA14_15150,cdhR_2
PA14_15160,ddpX
PA14_15180,siaM
PA14_15190,group_12619
PA14_15200,group_12058
PA14_15210,cynR_2
PA14_15230,xseA
PA14_15240,hcaR_1
PA14_15250,group_12735
PA14_15260,group_12080
PA14_15270,group_12513
PA14_15280,group_12472
PA14_15290,group_11037
PA14_15310,guaB
PA14_15340,guaA
PA14_15350,intA_1
PA14_15360,group_7191
PA14_15370,group_7969
PA14_15380,repA
PA14_15400,group_3400
PA14_15430,hin_1
PA14_15435,group_5700
PA14_15445,group_5701
PA14_15450,group_3274
PA14_15460,merA
PA14_15470,merP
PA14_15475,merT
PA14_15480,group_5704
PA14_15490,group_7970
PA14_15500,group_7187
PA14_15510,traJ
PA14_15520,group_7185
PA14_15530,group_7184
PA14_15540,group_7183
PA14_15560,group_3513
PA14_15570,group_7181
PA14_15580,group_7180
PA14_15590,group_1953
PA14_15600,group_7178
PA14_15610,group_7176
PA14_15620,group_3339
PA14_15630,ybjJ_1
PA14_15650,group_3340
PA14_15660,yfmJ_1
PA14_15670,mco
PA14_15680,tadA
PA14_15700,group_11321
PA14_15710,group_12542
PA14_15720,mltF_2
PA14_15740,purL
PA14_15750,group_2155
PA14_15770,group_9674
PA14_15780,group_9713
PA14_15790,group_11350
PA14_15810,glmS_1
PA14_15820,agaA
PA14_15830,nagR_1
PA14_15840,group_9329
PA14_15850,nudC_1
PA14_15860,nudL
PA14_15870,yrdA_2
PA14_15880,group_9432
PA14_15890,purT
PA14_15910,group_2156
PA14_15920,yhjE
PA14_15930,group_11065
PA14_15940,ypjD
PA14_15960,ffh
PA14_15970,rpsP
PA14_15980,rimM
PA14_15990,trmD
PA14_16000,rplS
PA14_16010,group_10051
PA14_16020,group_10418
PA14_16030,nhaP2_1
PA14_16040,xerD
PA14_16050,dsbC
PA14_16070,hom
PA14_16090,thrC
PA14_16100,group_1089
PA14_16110,group_9540
PA14_16130,smtB
PA14_16140,group_2160
PA14_16150,ydjF
PA14_16160,group_11025
PA14_16180,group_11026
PA14_16190,group_10374
PA14_16200,group_12533
PA14_16210,yaeQ
PA14_16220,recJ
PA14_16250,lasB
PA14_16260,namA
PA14_16270,group_2161
PA14_16280,group_2162
PA14_16290,group_11965
PA14_16300,group_7971
PA14_16310,group_2163
PA14_16320,fbp_1
PA14_16330,group_12259
PA14_16340,group_12599
PA14_16350,rcsB_2
PA14_16360,group_10850
PA14_16370,group_11125
PA14_16380,hdfR_1
PA14_16390,alkJ_2
PA14_16410,nanT_1
PA14_16430,group_10543
PA14_16440,group_12122
PA14_16450,wspC
PA14_16460,group_9757
PA14_16470,rcsC_4
PA14_16480,cheB_2
PA14_16500,pleD_2
PA14_16510,prfB_1
PA14_16530,lysS
PA14_16550,group_9276
PA14_16560,group_2165
PA14_16580,group_9189
PA14_16590,group_11148
PA14_16600,group_10703
PA14_16610,group_9349
PA14_16620,ymdB
PA14_16630,pal_1
PA14_16640,group_11211
PA14_16660,cadA_1
PA14_16670,zntR
PA14_16680,group_9621
PA14_16690,ppc
PA14_16700,adk
PA14_16710,tsaB
PA14_16720,group_3654
PA14_16730,group_1097
PA14_16740,bcpA
PA14_16750,group_1098
PA14_16770,rsmJ
PA14_16780,group_10078
PA14_16790,group_2167
PA14_16800,mdtA_2
PA14_16820,ttgE
PA14_16830,group_10381
PA14_16840,group_2168
PA14_16860,plsB
PA14_16870,btuD_2
PA14_16880,group_11332
PA14_16890,group_11532
PA14_16910,group_2169
PA14_16920,sufE
PA14_16930,sufS_1
PA14_16950,dapD
PA14_16960,leuE_1
PA14_16970,yffB
PA14_16980,group_11294
PA14_16990,group_12261
PA14_17000,group_11688
PA14_17010,nhaK
PA14_17030,dapL
PA14_17040,glnD
PA14_17050,map_1
PA14_17060,rpsB
PA14_17070,tsf
PA14_17080,pyrH
PA14_17100,frr
PA14_17110,ispU
PA14_17120,cdsA
PA14_17130,dxr
PA14_17140,rseP
PA14_17150,bamA_1
PA14_17170,group_9350
PA14_17180,lpxD_1
PA14_17190,fabZ
PA14_17210,lpxA
PA14_17220,lpxB
PA14_17230,rnhB
PA14_17250,alsT_1
PA14_17260,dnaE
PA14_17270,accA_1
PA14_17280,tilS
PA14_17290,pyrG_1
PA14_17310,kdsA
PA14_17320,eno
PA14_17330,ftsB
PA14_17340,ispD
PA14_17350,yedF
PA14_17370,group_12006
PA14_17380,dmlR_7
PA14_17400,frmA
PA14_17410,yeiG
PA14_17420,ispF
PA14_17440,truD
PA14_17450,surE
PA14_17460,pcm
PA14_17470,group_2189
PA14_17480,rpoS
PA14_17490,fdxA_1
PA14_17500,mutS
PA14_17510,tolB_1
PA14_17520,pncC_1
PA14_17530,recA
PA14_17540,recX
PA14_17550,group_10158
PA14_17570,group_11334
PA14_17580,group_10256
PA14_17590,group_12257
PA14_17600,group_11393
PA14_17610,spuD_2
PA14_17620,ydcV_4
PA14_17630,potB_3
PA14_17640,potA_4
PA14_17650,group_10195
PA14_17660,group_2190
PA14_17670,degU_1
PA14_17675,dgkA
PA14_17690,group_1114
PA14_17700,rpmE2
PA14_17710,ykgO
PA14_17720,group_1116
PA14_17730,ramA
PA14_17740,puuP_2
PA14_17760,ada_1
PA14_17780,abaF
PA14_17790,benM_1
PA14_17810,caiA
PA14_17820,yfdE_2
PA14_17850,paaF_1
PA14_17860,paaH_1
PA14_17880,pcaF_2
PA14_17890,nicP_5
PA14_17900,metR
PA14_17910,rdmC_1
PA14_17920,ydgC
PA14_17930,glpD_1
PA14_17940,glpR
PA14_17960,glpK_1
PA14_17980,glpF
PA14_17990,ybaK
PA14_18010,glpK_2
PA14_18020,yddE_1
PA14_18040,group_7972
PA14_18050,group_2193
PA14_18060,yodB_1
PA14_18070,group_3693
PA14_18080,bepR
PA14_18090,bcr_2
PA14_18100,group_9654
PA14_18110,group_11196
PA14_18120,mmsA_1
PA14_18140,mmsB
PA14_18150,acs_1
PA14_18160,group_10506
PA14_18180,ycnE
PA14_18200,dmlR_8
PA14_18210,yjjV
PA14_18230,cra
PA14_18250,group_11494
PA14_18260,lacC
PA14_18275,fruA
PA14_18300,rkpK_1
PA14_18310,arnF
PA14_18320,arnE
PA14_18330,arnT_1
PA14_18340,arnD
PA14_18350,arnA
PA14_18360,arnC_1
PA14_18370,arnB
PA14_18380,algA_1
PA14_18410,algF
PA14_18430,algJ
PA14_18450,patA
PA14_18470,algL
PA14_18480,algX
PA14_18500,algG
PA14_18510,algE
PA14_18520,algK
PA14_18550,group_9653
PA14_18565,alg8
PA14_18580,algD
PA14_18590,yaaA
PA14_18600,potA_5
PA14_18610,argF
PA14_18620,group_1128
PA14_18630,group_12103
PA14_18640,napA_1
PA14_18650,grxD
PA14_18660,ybjJ
PA14_18670,bfr_2
PA14_18680,group_9504
PA14_18690,ahpC_2
PA14_18700,rnt
PA14_18710,pyrC_1
PA14_18720,pal_2
PA14_18740,argG
PA14_18750,gloA_1
PA14_18760,bepF_2
PA14_18780,oqxB10
PA14_18790,oprM_3
PA14_18800,group_2204
PA14_18810,group_634
PA14_18820,group_3694
PA14_18830,pcaB_2
PA14_18850,purB_1
PA14_18860,COQ3_2
PA14_18870,group_9656
PA14_18880,nth
PA14_18890,rnfE
PA14_18900,rnfG
PA14_18910,rsxD
PA14_18920,group_1951
PA14_18930,rsxB
PA14_18950,rnfA
PA14_18960,group_1800
PA14_18970,group_7174
PA14_18985,group_1154
PA14_19010,group_2205
PA14_19020,group_10642
PA14_19030,group_11902
PA14_19050,metG
PA14_19065,apbC
PA14_19090,dcd
PA14_19100,rhlA_1
PA14_19110,tylN
PA14_19120,sdiA
PA14_19130,anoI
PA14_19140,pheC
PA14_19150,bioP
PA14_19160,rarD_2
PA14_19170,group_9610
PA14_19190,maeA
PA14_19205,group_12460
PA14_19210,yyaP
PA14_19230,ybdG
PA14_19270,naiP
PA14_19290,rhlE_3
PA14_19310,entS_1
PA14_19320,group_12178
PA14_19330,group_9416
PA14_19340,rcsC_5
PA14_19350,group_636
PA14_19360,gshAB
PA14_19370,asnB
PA14_19380,group_2208
PA14_19390,group_10667
PA14_19400,mnmC
PA14_19410,group_10376
PA14_19430,fadA_1
PA14_19450,group_10315
PA14_19470,mqo_1
PA14_19480,group_2209
PA14_19490,group_10851
PA14_19500,ssuA_1
PA14_19510,ssuC_2
PA14_19520,ssuB_2
PA14_19530,ssuE
PA14_19540,ssuA_2
PA14_19560,ssuD_1
PA14_19570,ssuC_3
PA14_19580,ssuB_3
PA14_19590,group_9293
PA14_19600,group_9553
PA14_19610,group_9441
PA14_19620,folX
PA14_19630,folE_1
PA14_19640,folM
PA14_19650,group_12050
PA14_19660,group_2210
PA14_19670,gltC_3
PA14_19680,cidA_2
PA14_19690,yohK_2
PA14_19700,fucA_2
PA14_19710,lip1
PA14_19720,group_12396
PA14_19730,group_11734
PA14_19740,crt_1
PA14_19750,group_2211
PA14_19770,puuB_3
PA14_19800,group_2212
PA14_19810,group_1139
PA14_19830,group_10283
PA14_19850,malT_3
PA14_19860,group_638
PA14_19870,ldh
PA14_19900,pdhA
PA14_19910,pdhB
PA14_19920,pdhC
PA14_19930,group_2214
PA14_19940,group_2215
PA14_19950,group_9560
PA14_19960,group_12201
PA14_19970,group_1141
PA14_19990,fecI_3
PA14_20000,fecR_3
PA14_20010,btuB_3
PA14_20020,hasA
PA14_20030,prsD_1
PA14_20040,prsE_1
PA14_20050,tolC_1
PA14_20060,group_11898
PA14_20070,psiE
PA14_20080,mdtA_3
PA14_20100,group_11869
PA14_20110,group_10427
PA14_20120,group_9420
PA14_20130,cmpR_1
PA14_20140,fpr_1
PA14_20150,nosL
PA14_20170,nosY
PA14_20180,nosF
PA14_20190,nosD
PA14_20200,nosZ
PA14_20230,group_1146
PA14_20240,group_2216
PA14_20250,lsrG_1
PA14_20260,trmO
PA14_20270,rhlG
PA14_20280,group_641
PA14_20290,group_9200
PA14_20300,phnC_1
PA14_20320,group_9913
PA14_20330,phnE_1
PA14_20350,phnF
PA14_20360,phnG
PA14_20370,phnH
PA14_20380,phnI
PA14_20390,phnJ
PA14_20400,phnK
PA14_20420,phnL
PA14_20430,phnM
PA14_20440,phnN
PA14_20450,phnP
PA14_20460,group_12722
PA14_20470,group_428
PA14_20480,group_429
PA14_20491,group_2220
PA14_20510,group_42
PA14_20520,group_101
PA14_20530,group_1950
PA14_20550,group_2221
PA14_20560,amiE
PA14_20570,clpX_1
PA14_20580,amiC_1
PA14_20590,amiR
PA14_20600,group_5377
PA14_20610,group_5378
PA14_20620,yiaV
PA14_20630,group_12546
PA14_20640,group_2223
PA14_20650,dsdA
PA14_20670,ipuC
PA14_20680,ycaD_1
PA14_20690,group_5379
PA14_20700,ycgR
PA14_20720,group_3716
PA14_20730,group_9998
PA14_20740,group_2226
PA14_20750,cheV
PA14_20760,cheR1
PA14_20770,group_9374
PA14_20780,rcsC_6
PA14_20800,group_2227
PA14_20810,recQ
PA14_20820,group_1852
PA14_20840,group_12337
PA14_20850,slyA
PA14_20860,cpoB_1
PA14_20870,bamA_2
PA14_20880,group_9512
PA14_20890,hldD
PA14_20900,ydhP_1
PA14_20920,group_2228
PA14_20940,acpP_1
PA14_20950,fabH_1
PA14_20960,group_11106
PA14_20970,group_10367
PA14_20980,group_10313
PA14_21000,group_3564
PA14_21010,auaG
PA14_21020,dhbF
PA14_21030,clpP_1
PA14_21040,group_12013
PA14_21050,ephD
PA14_21060,group_11947
PA14_21070,group_2229
PA14_21080,pcpR_3
PA14_21090,group_2231
PA14_21110,plcN_1
PA14_21120,group_10525
PA14_21130,group_2232
PA14_21140,phnE_2
PA14_21150,phnE_3
PA14_21160,phnC_2
PA14_21175,phnD1
PA14_21180,garR_1
PA14_21190,group_2234
PA14_21210,eptA_1
PA14_21220,group_10387
PA14_21230,rapA_1
PA14_21240,group_2235
PA14_21250,group_2236
PA14_21260,group_2237
PA14_21280,aaeB_2
PA14_21290,aaeA_2
PA14_21300,pbuE_1
PA14_21310,phaJ
PA14_21320,group_12715
PA14_21340,fadD_1
PA14_21370,fadD_2
PA14_21380,group_229
PA14_21400,group_10631
PA14_21410,phoA
PA14_21440,hit
PA14_21450,vgrG1_2
PA14_21460,group_644
PA14_21470,group_7973
PA14_21480,group_7974
PA14_21490,group_432
PA14_21510,group_2238
PA14_21520,group_2239
PA14_21530,group_12240
PA14_21540,group_2240
PA14_21550,rpoE
PA14_21560,group_433
PA14_21570,group_12656
PA14_21580,group_10111
PA14_21590,group_2241
PA14_21600,group_1155
PA14_21610,oprO
PA14_21620,oprP
PA14_21630,group_2242
PA14_21640,actIII_1
PA14_21650,group_9341
PA14_21660,group_10723
PA14_21670,group_12156
PA14_21680,group_2243
PA14_21690,srmB
PA14_21700,rcsC_7
PA14_21710,group_2244
PA14_21720,rhaR_2
PA14_21730,fecA_2
PA14_21750,lplT
PA14_21760,cspA_2
PA14_21770,gdx_1
PA14_21780,panS_1
PA14_21790,rdgC
PA14_21820,fklB_1
PA14_21830,group_1158
PA14_21840,group_2245
PA14_21850,group_2246
PA14_21860,group_12189
PA14_21870,group_302
PA14_21880,prc
PA14_21890,pikAII
PA14_21900,group_2247
PA14_21910,potA_6
PA14_21920,group_11090
PA14_21930,group_10241
PA14_21940,group_12322
PA14_21960,group_10711
PA14_21970,phnR_1
PA14_21980,ydaF
PA14_21990,apeB
PA14_22000,rluA
PA14_22010,minE
PA14_22020,group_435
PA14_22040,minC
PA14_22050,lpxL_2
PA14_22060,group_2248
PA14_22075,group_1159
PA14_22080,group_7172
PA14_22090,group_7171
PA14_22100,group_7169
PA14_22110,group_7168
PA14_22120,group_7167
PA14_22130,group_3512
PA14_22140,group_7166
PA14_22160,group_7165
PA14_22180,group_7975
PA14_22190,group_3511
PA14_22210,group_7164
PA14_22220,group_7976
PA14_22230,group_3510
PA14_22240,group_7977
PA14_22250,group_7163
PA14_22260,group_7162
PA14_22270,group_7161
PA14_22280,group_1160
PA14_22290,group_2249
PA14_22310,group_9991
PA14_22320,group_1161
PA14_22330,group_12377
PA14_22340,yjcH_1
PA14_22350,actP_1
PA14_22370,group_12048
PA14_22380,polC
PA14_22400,group_12650
PA14_22410,group_10835
PA14_22420,group_12153
PA14_22440,group_12295
PA14_22450,ppiA
PA14_22460,catD_3
PA14_22470,yhaJ_2
PA14_22480,group_11470
PA14_22490,azoR_1
PA14_22500,group_5380
PA14_22510,group_7978
PA14_22520,azoB
PA14_22530,group_5381
PA14_22540,fldP
PA14_22550,group_3222
PA14_22560,group_2251
PA14_22570,csaA
PA14_22580,rhaR_3
PA14_22590,lpxH_1
PA14_22600,mgtA_1
PA14_22620,group_2253
PA14_22630,group_10935
PA14_22640,virS
PA14_22650,group_11519
PA14_22660,group_10809
PA14_22670,mkl
PA14_22680,group_12146
PA14_22690,trkI
PA14_22700,group_2254
PA14_22710,ydjA
PA14_22720,group_1162
PA14_22730,sasA_4
PA14_22740,group_1163
PA14_22760,cpxR
PA14_22770,group_2257
PA14_22780,yciI
PA14_22800,yciB
PA14_22820,yciV
PA14_22830,yciO
PA14_22840,scpA
PA14_22860,scpB
PA14_22870,group_11088
PA14_22880,group_9210
PA14_22890,epd_2
PA14_22910,edd
PA14_22930,glk
PA14_22940,ompR_2
PA14_22960,sasA_5
PA14_22980,group_10924
PA14_22990,melD
PA14_23000,group_10981
PA14_23010,ugpC
PA14_23030,oprB_2
PA14_23050,yeaD_1
PA14_23060,hexR_1
PA14_23070,zwf_1
PA14_23080,pgl_2
PA14_23090,eda_1
PA14_23100,group_12294
PA14_23110,rluB
PA14_23120,group_647
PA14_23130,group_12711
PA14_23160,gltS
PA14_23170,hutG
PA14_23190,kdgR_1
PA14_23200,yciK
PA14_23210,mupP_2
PA14_23220,ubiG
PA14_23240,mtaD
PA14_23250,mtnA
PA14_23260,gyrA
PA14_23270,serC
PA14_23280,pheA
PA14_23290,hisC_2
PA14_23310,aroA
PA14_23320,cmk
PA14_23330,rpsA
PA14_23340,ihfB
PA14_23350,group_7979
PA14_23360,group_6652
PA14_23370,group_3406
PA14_23380,group_6653
PA14_23390,rfbX
PA14_23400,group_7980
PA14_23410,group_3408
PA14_23420,group_7981
PA14_23430,group_3409
PA14_23440,group_3534
PA14_23450,group_3410
PA14_23460,tagO
PA14_23470,pglF
PA14_23480,group_2261
PA14_23500,tyrB
PA14_23510,uvrB
PA14_23520,emrB_1
PA14_23530,emrA_1
PA14_23540,dmlR_9
PA14_23560,gltX
PA14_23590,group_10495
PA14_23610,menH_3
PA14_23620,eda_2
PA14_23630,group_10536
PA14_23640,dusC
PA14_23650,ygfF
PA14_23670,group_649
PA14_23680,ibpB
PA14_23690,group_2264
PA14_23700,dmlR_10
PA14_23720,yabJ_1
PA14_23730,cmpR_2
PA14_23750,leuC
PA14_23760,leuD1
PA14_23770,ycgJ
PA14_23790,leuB
PA14_23800,asd
PA14_23810,usg
PA14_23830,group_12265
PA14_23840,truA
PA14_23850,trpF
PA14_23860,accD
PA14_23880,folC
PA14_23890,ftsN_1
PA14_23900,group_2269
PA14_23920,purF
PA14_23930,metZ
PA14_23950,pldh-t
PA14_23970,xcpQ
PA14_23980,xcpP_1
PA14_23990,epsE
PA14_24010,epsF_1
PA14_24020,xcpT_1
PA14_24040,gspH
PA14_24050,xcpV
PA14_24060,xcpW
PA14_24070,xcpX_1
PA14_24080,xcpY
PA14_24100,epsM
PA14_24140,group_11282
PA14_24150,group_11230
PA14_24170,fadH_1
PA14_24180,group_1168
PA14_24190,acdS
PA14_24210,group_12551
PA14_24220,nadK
PA14_24230,apaH_2
PA14_24240,glpG
PA14_24245,group_9407
PA14_24260,group_2277
PA14_24270,pepN
PA14_24290,group_10718
PA14_24300,group_10204
PA14_24310,hcf136_1
PA14_24330,group_11048
PA14_24340,sasA_6
PA14_24350,mprA
PA14_24360,ssa1
PA14_24370,group_3549
PA14_24380,group_9835
PA14_24390,group_12043
PA14_24400,group_12236
PA14_24410,group_12023
PA14_24420,group_3734
PA14_24430,group_9795
PA14_24440,group_2278
PA14_24445,gdhB
PA14_24480,group_1169
PA14_24490,group_2280
PA14_24500,group_11446
PA14_24510,group_11954
PA14_24530,group_12071
PA14_24550,mshA_2
PA14_24560,group_10183
PA14_24570,group_2281
PA14_24580,group_11164
PA14_24590,group_12749
PA14_24600,group_10743
PA14_24610,rutD_1
PA14_24620,group_2282
PA14_24630,group_2283
PA14_24640,pyrD
PA14_24650,rmf
PA14_24665,group_651
PA14_24675,rlmL_1
PA14_24690,dacB
PA14_24700,group_10579
PA14_24710,bvgA_2
PA14_24720,bvgS_2
PA14_24730,dgt_1
PA14_24740,group_12489
PA14_24760,group_9225
PA14_24770,yqjD_1
PA14_24780,amtB_1
PA14_24790,nicP_6
PA14_24810,group_10795
PA14_24820,group_436
PA14_24830,group_438
PA14_24840,yxaF_2
PA14_24850,group_653
PA14_24860,group_12348
PA14_24880,group_12108
PA14_24890,mobA
PA14_24900,moaB_2
PA14_24910,moeA_2
PA14_24920,group_1928
PA14_24940,group_2287
PA14_24950,glpD_2
PA14_24960,lsrK
PA14_24970,yegS
PA14_24980,ycbX
PA14_24990,group_10107
PA14_25000,slt
PA14_25020,uup
PA14_25030,group_11803
PA14_25040,uspA2
PA14_25050,group_2290
PA14_25060,group_3412
PA14_25080,fadB_1
PA14_25090,fadA_2
PA14_25100,group_11255
PA14_25110,topA_1
PA14_25130,group_10969
PA14_25140,group_9536
PA14_25150,sulA_1
PA14_25160,lexA
PA14_25180,group_11590
PA14_25195,nagZ
PA14_25210,group_10694
PA14_25220,group_11483
PA14_25230,mfd
PA14_25250,gap2
PA14_25270,aroP_1
PA14_25280,nqrA
PA14_25305,nqrB
PA14_25320,nqrC
PA14_25330,nqrD
PA14_25340,nqrE
PA14_25350,nqrF
PA14_25360,apbE
PA14_25370,group_12364
PA14_25390,sthA
PA14_25400,ugpQ
PA14_25410,group_2294
PA14_25420,group_2295
PA14_25430,lolE_1
PA14_25440,lolD_1
PA14_25450,lolE_2
PA14_25470,group_11221
PA14_25480,comEC
PA14_25490,tolQ_2
PA14_25500,tolR
PA14_25510,lpxK
PA14_25520,group_9352
PA14_25530,kdsB
PA14_25540,group_12368
PA14_25550,murB
PA14_25560,rne
PA14_25580,rluC
PA14_25590,mupP_3
PA14_25600,group_10101
PA14_25610,yceF
PA14_25620,yceD
PA14_25630,rpmF
PA14_25640,plsX
PA14_25650,fabD_2
PA14_25660,fabG_4
PA14_25670,acpP_2
PA14_25690,fabF_1
PA14_25710,pabC
PA14_25730,mltG
PA14_25740,tmk
PA14_25760,holB
PA14_25770,group_9402
PA14_25780,ycfH
PA14_25790,sufS_2
PA14_25800,group_2301
PA14_25810,group_1182
PA14_25820,group_9999
PA14_25830,group_12645
PA14_25840,group_11644
PA14_25860,etfB
PA14_25880,etfA
PA14_25900,fabV
PA14_25910,lip3
PA14_25920,cobM
PA14_25930,cbiG
PA14_25940,group_2303
PA14_25960,yjiA_1
PA14_25970,cobN
PA14_25980,aroF_1
PA14_25990,bchI
PA14_26000,group_2305
PA14_26010,fadA_3
PA14_26020,lap
PA14_26050,uacT_1
PA14_26060,group_2307
PA14_26070,group_304
PA14_26080,group_2308
PA14_26090,group_10674
PA14_26110,pbuE_2
PA14_26130,nemA_1
PA14_26140,comR_1
PA14_26150,trpI_2
PA14_26160,rhtC_1
PA14_26165,group_1187
PA14_26190,group_11539
PA14_26200,group_7982
PA14_26210,hisP_1
PA14_26220,hisM
PA14_26230,hisQ_1
PA14_26240,hisJ
PA14_26260,hipO_1
PA14_26270,argP_1
PA14_26280,group_2309
PA14_26300,group_1188
PA14_26310,fabG_5
PA14_26330,rhaS_4
PA14_26340,rhtB_1
PA14_26350,group_9736
PA14_26360,hmuU_1
PA14_26390,btuF_2
PA14_26400,fhuC
PA14_26420,cntO_3
PA14_26450,mntP
PA14_26460,cobK
PA14_26470,cbiD
PA14_26480,cobL
PA14_26485,sir_2
PA14_26500,cobH
PA14_26510,cobI
PA14_26530,cysG_2
PA14_26540,group_9809
PA14_26550,group_2313
PA14_26560,pal_3
PA14_26570,rcsB_3
PA14_26580,group_1189
PA14_26590,norG_2
PA14_26600,algU_1
PA14_26610,group_2316
PA14_26620,group_10919
PA14_26640,caiC
PA14_26650,group_10888
PA14_26670,accA1_1
PA14_26690,fadB_2
PA14_26700,acdA_1
PA14_26720,pccB
PA14_26730,fadH_2
PA14_26750,group_11285
PA14_26760,kstR2
PA14_26770,group_2319
PA14_26780,group_12717
PA14_26810,sasA_7
PA14_26830,group_9781
PA14_26850,group_2321
PA14_26860,yahB
PA14_26870,group_1190
PA14_26880,pgrR_2
PA14_26890,pyrF
PA14_26910,group_11430
PA14_26920,group_7440
PA14_26930,tgpA
PA14_26940,group_12288
PA14_26960,group_10380
PA14_26970,group_11274
PA14_26980,group_2323
PA14_26990,group_12727
PA14_27000,mcpQ_1
PA14_27020,tatD
PA14_27050,mltF_3
PA14_27070,mhqP
PA14_27090,lifO
PA14_27100,lip_1
PA14_27110,thpR
PA14_27120,group_2326
PA14_27130,greB
PA14_27140,group_11368
PA14_27150,lolD_2
PA14_27160,tesA
PA14_27170,group_9206
PA14_27180,ybiS
PA14_27200,group_12572
PA14_27210,efp
PA14_27220,ohrB
PA14_27230,ohrR
PA14_27250,dmlR_11
PA14_27270,group_10192
PA14_27280,hdfR_2
PA14_27290,group_3743
PA14_27310,group_9699
PA14_27330,aroH_2
PA14_27350,speE_1
PA14_27360,group_7983
PA14_27370,deaD_2
PA14_27390,ygiD
PA14_27400,dmlR_12
PA14_27410,oprM_4
PA14_27420,emrA_2
PA14_27430,farB_1
PA14_27440,group_3413
PA14_27450,group_11924
PA14_27460,tpm
PA14_27470,group_9917
PA14_27480,htpX_1
PA14_27490,group_2330
PA14_27500,alaA
PA14_27510,msrB
PA14_27520,gpx1
PA14_27530,group_12660
PA14_27550,rcsC_8
PA14_27560,group_2333
PA14_27570,msrC
PA14_27580,sspA_1
PA14_27590,group_9989
PA14_27630,group_5394
PA14_27640,group_5395
PA14_27650,group_5396
PA14_27660,group_5397
PA14_27675,group_5398
PA14_27680,group_8123
PA14_27690,group_5400
PA14_27700,group_5401
PA14_27710,group_10582
PA14_27720,group_10792
PA14_27730,fadE
PA14_27740,group_3745
PA14_27755,gstB_1
PA14_27770,yadG
PA14_27780,yadH
PA14_27800,sasA_8
PA14_27810,copR
PA14_27830,group_9344
PA14_27840,group_2334
PA14_27850,queF
PA14_27870,group_12285
PA14_27880,group_10279
PA14_27890,phnX_1
PA14_27900,phnR_2
PA14_27910,group_11878
PA14_27920,mlaA
PA14_27930,group_12251
PA14_27940,rssB_2
PA14_27950,group_9472
PA14_27960,tal
PA14_27980,dusA
PA14_27990,group_5402
PA14_28000,group_3225
PA14_28010,group_441
PA14_28020,group_662
PA14_28030,group_663
PA14_28040,group_12474
PA14_28050,group_9882
PA14_28060,cpg2
PA14_28070,group_12742
PA14_28080,group_2345
